類・品目,総合,財,生鮮食品を除く財,農水畜産物,生鮮商品,他の農水畜産物,米類,工業製品,食料工業製品,繊維製品,石油製品,他の工業製品,電気・都市ガス・水道,出版物,サービス,持家の帰属家賃を除くサービス,公共サービス,外食,公営・都市再生機構・公社家賃,家事関連サービス,医療・福祉関連サービス,運輸・通信関連サービス,教育関連サービス,教養娯楽関連サービス,一般サービス,外食,民営家賃,民営家賃（木造）,民営家賃（非木造）,持家の帰属家賃,持家の帰属家賃（木造）,持家の帰属家賃（非木造）,他のサービス,家事関連サービス,医療・福祉関連サービス,教育関連サービス,通信・教養娯楽関連サービス,耐久消費財,半耐久消費財,非耐久消費財,公共料金
201201,0.2,0.6,-0.4,6.7,7.5,0.8,0.7,-0.4,0.1,-5.7,-0.3,0.6,-0.2,0.0,-0.1,-0.2,0.4,,0.0,0.9,0.0,0.1,0.0,0.0,-0.3,0.0,0.0,-0.1,0.0,-0.1,-0.1,0.0,-0.6,-0.1,0.0,0.1,-1.3,1.5,-3.3,1.2,0.2
201202,0.2,0.5,0.5,0.4,0.4,0.5,0.5,0.7,0.1,0.0,0.2,1.6,0.0,0.0,-0.2,-0.2,-0.3,,-0.1,0.0,0.0,-0.9,0.0,0.0,-0.1,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.3,0.0,-0.1,0.1,-0.8,3.9,0.1,0.1,-0.2
201203,0.5,0.7,0.8,0.5,0.6,0.0,0.0,0.9,0.1,3.4,6.5,-0.5,0.0,0.0,0.2,0.3,0.2,,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,-1.0,1.9,0.8,0.2
201204,0.1,0.0,0.4,-2.7,-3.1,0.3,0.3,0.5,0.0,2.3,2.1,-0.1,0.2,0.3,0.1,0.2,0.0,,0.6,0.0,0.3,-0.2,0.0,0.0,0.1,0.0,-0.1,-0.1,-0.1,0.0,0.0,-0.1,0.4,0.0,0.2,0.1,0.8,-0.1,1.3,-0.3,0.1
201205,-0.3,-0.6,-0.5,-1.0,-1.2,0.2,0.2,-0.6,-0.2,-0.1,-2.0,-0.8,-0.1,0.1,0.0,0.1,0.0,,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.2,0.0,0.1,0.0,0.3,-1.7,-0.2,-0.5,0.0
201206,-0.5,-1.0,-0.6,-2.9,-3.3,0.3,0.3,-0.8,0.0,-0.4,-5.3,-0.5,0.5,0.0,-0.1,-0.1,-0.1,,-0.1,0.0,0.0,-0.4,0.0,-0.2,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.1,0.0,-0.4,-1.1,-0.2,-1.1,0.1
201207,-0.3,-0.7,-0.5,-1.7,-2.0,0.7,0.8,-0.8,0.0,-3.1,-1.9,-0.5,0.7,0.0,0.1,0.2,0.3,,0.0,0.0,0.0,0.9,0.0,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.3,0.0,0.0,0.0,0.7,-0.7,-1.9,-0.5,0.4
201208,0.1,-0.3,-0.2,0.2,0.2,0.4,0.4,-0.6,-0.4,-2.0,0.9,-0.7,1.2,0.2,0.5,0.7,0.4,,-0.1,0.0,0.0,1.6,0.0,-0.2,0.5,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.8,-1.6,-1.2,0.1,0.6
201209,0.1,0.9,1.1,-0.7,-1.0,1.2,1.2,1.1,0.1,6.1,3.4,0.0,1.6,0.0,-0.6,-0.8,-0.7,,0.0,0.0,0.0,-2.5,0.0,0.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,0.0,0.0,0.0,-2.6,-0.1,3.5,0.5,0.0
201210,0.0,0.0,0.0,0.6,0.4,2.5,2.5,0.0,-0.1,0.5,0.0,-0.1,-0.3,0.0,0.0,0.0,0.0,,0.0,0.6,0.0,0.1,0.0,-2.9,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.3,0.0,-0.1
201211,-0.4,-0.5,-0.4,-0.9,-1.1,0.6,0.6,-0.4,-0.1,-0.1,-1.2,-0.7,-0.4,0.0,-0.2,-0.3,-0.1,,-0.1,0.0,0.0,-0.2,0.0,0.2,-0.3,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-0.8,0.0,-0.2,0.0,-1.5,-1.3,-0.1,-0.4,-0.1
201212,0.0,0.1,-0.3,2.8,3.2,-0.3,-0.3,-0.3,-0.5,-0.7,1.1,-0.5,-0.3,0.0,0.0,0.0,0.2,,0.0,0.0,0.0,0.6,0.0,0.1,-0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,-0.3,-0.7,-0.5,0.3,0.0
201301,0.1,0.3,-0.5,5.2,6.0,0.1,0.1,-0.5,0.0,-5.4,1.5,-0.2,-0.7,0.0,-0.2,-0.2,-0.1,,0.0,0.0,0.0,-0.5,0.0,0.1,-0.2,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.4,0.0,0.0,0.1,-0.8,-0.6,-3.1,1.1,-0.3
201302,-0.2,-0.3,0.3,-3.9,-4.4,-0.1,-0.2,0.4,0.1,-0.8,3.1,0.3,-0.5,-0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.1,-0.1,0.7,-0.5,-0.4,-0.2
201303,0.2,0.3,0.6,-1.6,-1.7,-0.3,-0.2,0.8,0.0,3.7,0.4,0.9,0.1,0.0,0.1,0.1,0.2,,0.0,0.0,0.0,0.7,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,1.3,2.5,-0.2,0.1
201304,0.3,0.2,0.2,-0.2,-0.2,-0.1,-0.1,0.2,0.0,2.5,-0.6,-0.1,1.0,0.2,0.4,0.6,0.9,,0.8,2.5,0.0,-0.5,0.0,0.4,0.2,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.6,0.0,-0.1,0.3,1.2,0.0,1.4,0.0,0.9
201305,0.1,0.2,0.4,-0.5,-0.6,0.2,0.2,-0.1,-0.1,-0.2,-1.5,0.4,3.2,0.0,0.0,0.1,0.0,,0.3,-0.1,0.0,0.1,0.0,0.1,0.1,0.4,-0.1,-0.1,-0.1,0.0,0.0,-0.1,0.1,0.0,0.2,0.0,0.1,0.6,0.0,0.2,0.9
201306,0.0,0.0,0.1,-0.9,-1.0,-0.3,-0.3,0.0,0.2,-0.4,0.0,-0.1,1.3,0.1,-0.1,-0.1,-0.1,,-0.1,0.0,0.0,-0.3,0.0,-0.3,0.0,0.0,-0.1,0.0,-0.1,-0.1,0.0,-0.1,0.0,0.1,0.0,0.0,-0.1,-0.3,-0.2,0.1,0.3
201307,0.2,0.3,0.0,2.1,2.5,-0.5,-0.4,-0.1,0.0,-2.4,1.3,0.0,0.9,-0.1,0.2,0.3,0.3,,0.0,0.0,0.0,1.0,0.0,-0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.7,-0.2,-1.2,0.7,0.4
201308,0.3,0.1,0.1,0.5,0.7,-0.9,-1.0,0.0,0.1,-2.0,2.8,-0.3,0.5,0.1,0.4,0.7,0.3,,-0.1,0.0,0.0,1.3,0.0,-0.2,0.5,0.1,0.0,0.0,-0.1,0.0,0.0,-0.1,1.2,0.0,0.1,0.0,2.5,-0.7,-1.2,0.5,0.4
201309,0.3,1.2,0.8,3.3,3.8,-0.3,-0.3,0.9,0.2,6.1,0.7,0.1,1.0,0.0,-0.5,-0.7,-0.5,,-0.1,0.1,0.0,-2.1,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.0,0.0,0.1,-2.5,0.0,3.5,1.0,0.0
201310,0.1,-0.1,0.0,-1.1,-1.0,-1.8,-1.9,0.0,0.2,0.2,-1.1,0.2,0.0,0.0,0.3,0.5,0.9,,0.0,2.2,0.0,0.1,0.0,0.6,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.4,0.0,0.0,0.0,0.7,0.1,0.1,-0.2,0.6
201311,0.0,0.1,0.0,0.7,1.0,-1.4,-1.5,0.1,0.1,0.3,0.1,0.1,-0.5,0.0,-0.1,-0.1,-0.1,,-0.1,0.0,0.0,-0.2,0.0,-0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,-0.6,0.3,0.3,0.1,-0.2
201312,0.1,0.2,-0.1,2.5,2.9,-0.9,-0.9,-0.2,-0.1,-0.6,0.0,-0.1,-0.5,0.0,0.0,0.1,0.1,,-0.1,0.0,0.0,0.5,0.0,-0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.2,-0.2,0.3,-0.1
201401,-0.2,-0.1,-0.3,1.2,1.4,-0.6,-0.7,-0.3,0.3,-5.8,1.1,0.3,-0.4,0.2,-0.3,-0.4,-0.1,,-0.1,0.0,0.0,-0.6,0.0,0.0,-0.3,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,-0.7,0.0,0.0,0.1,-1.5,0.7,-3.4,0.4,-0.2
201402,0.0,0.0,0.2,-1.2,-1.3,-0.2,-0.3,0.2,0.0,-0.1,0.0,0.5,0.2,0.0,0.0,0.1,0.0,,-0.1,0.0,0.0,-0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.1,0.2,1.1,0.0,-0.2,0.1
201403,0.3,0.3,0.5,-0.4,-0.5,-0.1,0.0,0.4,0.2,2.9,0.2,0.1,0.7,-0.1,0.2,0.3,0.3,,-0.1,0.0,0.0,1.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,-0.2,0.1,0.7,-0.3,1.8,0.1,0.4
201404,2.1,2.8,3.0,1.4,1.3,2.1,2.1,3.4,3.1,4.5,2.8,3.5,1.1,2.7,1.4,2.1,1.6,,0.2,0.1,0.7,3.7,13.5,2.7,1.4,2.4,0.0,0.0,-0.1,0.0,0.0,0.0,2.7,2.5,1.5,1.2,3.5,3.2,3.8,2.5,1.5
201405,0.4,0.7,0.7,0.6,0.6,0.3,0.2,0.1,0.0,0.0,1.3,-0.2,4.9,0.0,0.0,0.1,0.3,,0.1,0.4,0.0,0.5,0.0,0.1,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,0.0,-0.1,0.1,0.2,0.0,-0.3,-0.2,0.0,1.0,1.7
201406,-0.1,-0.1,0.1,-1.4,-1.4,-1.3,-1.4,0.1,0.2,-0.6,0.5,0.2,0.2,0.2,-0.1,-0.1,-0.1,,-0.1,0.1,0.0,-0.3,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.2,0.1,0.0,0.0,-0.5,0.5,-0.3,-0.1,0.0
201407,0.0,-0.2,-0.1,-0.8,-0.8,-0.4,-0.4,-0.1,0.3,-2.2,1.2,-0.2,-0.2,0.0,0.3,0.4,0.7,,0.0,0.7,0.0,1.7,0.0,-0.4,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.7,-0.2,-1.3,0.0,0.4
201408,0.2,0.0,-0.4,2.5,2.9,-0.6,-0.6,-0.5,-0.1,-1.7,-0.3,-0.5,-0.3,0.1,0.4,0.6,0.3,,-0.1,0.0,0.0,1.2,0.0,-0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,1.1,0.1,0.0,0.0,2.2,-1.3,-0.9,0.3,0.1
201409,0.2,0.9,0.4,3.8,4.3,-0.5,-0.6,0.6,0.1,6.3,-0.7,-0.1,-0.3,-0.1,-0.5,-0.6,-0.5,,0.0,0.1,0.0,-1.8,0.0,0.2,-0.5,0.2,0.0,0.0,0.0,0.0,0.0,-0.1,-1.2,0.0,0.0,0.0,-2.4,-0.4,3.6,0.6,-0.4
201410,-0.3,-0.8,0.0,-5.4,-5.6,-3.8,-3.9,0.1,0.2,0.8,-1.1,0.2,-0.4,0.1,0.2,0.3,0.5,,0.0,1.2,0.0,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.7,0.3,0.6,-1.2,0.2
201411,-0.4,-0.6,-0.3,-2.3,-2.4,-1.5,-1.5,-0.4,0.0,0.5,-2.7,-0.4,0.1,0.1,-0.2,-0.2,0.0,,-0.1,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.6,0.1,0.1,0.0,-1.2,-0.7,0.3,-0.8,0.0
201412,0.1,0.1,-0.4,3.6,4.2,-1.1,-1.1,-0.6,-0.1,-1.0,-2.9,-0.3,-0.1,-0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.3,0.0,0.4,-0.5,-0.5,0.3,0.1
201501,-0.2,-0.1,-0.9,4.9,5.5,-0.5,-0.5,-1.2,0.3,-5.1,-6.8,0.1,0.2,0.1,-0.3,-0.4,-0.2,,0.0,0.0,0.0,-0.6,0.0,0.0,-0.3,0.3,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.9,0.2,-0.3,0.1,-1.9,-0.1,-2.9,0.4,0.0
201502,-0.2,-0.5,-0.3,-1.6,-1.7,-0.5,-0.5,-0.5,0.0,-0.2,-4.6,-0.1,0.6,0.0,0.1,0.1,0.0,0.0,-0.1,0.1,0.0,-0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.0,0.0,0.2,0.4,-0.1,-0.1,-0.7,0.2
201503,0.3,0.5,0.6,-0.3,-0.3,-0.6,-0.6,0.7,0.1,2.9,3.1,0.1,0.7,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.1,0.0,0.1,-0.1,0.0,0.1,-0.1,0.3,0.0,-0.1,0.0,0.7,0.1,1.8,0.3,0.4
201504,0.5,0.9,0.6,2.1,2.4,-0.6,-0.6,0.8,0.6,2.5,-0.7,0.9,-0.2,0.1,0.2,0.2,0.1,1.0,0.5,0.0,0.2,-0.6,6.6,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.3,0.5,1.2,1.5,0.7,0.0
201505,0.2,0.5,0.2,1.9,2.0,0.5,0.5,0.2,0.2,-0.2,1.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.1,0.0,-0.1,-0.1,0.0,-0.1,-0.1,0.0,0.2,0.0,-0.1,-0.2,0.1,0.6,0.1
201506,-0.2,-0.4,-0.1,-2.1,-2.3,-0.3,-0.3,0.1,0.0,-0.4,1.4,0.1,-1.7,0.0,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,-0.4,-0.1,-0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.1,0.3,-0.2,-0.6,-0.6
201507,-0.2,-0.5,-0.4,-0.8,-0.8,-0.2,-0.2,-0.1,0.3,-2.8,0.3,0.2,-2.4,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,1.1,-0.1,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.2,-1.6,-0.4,-0.6
201508,0.1,-0.2,-0.5,1.8,2.0,-0.4,-0.4,-0.4,0.1,-1.6,-2.6,0.0,-1.8,0.3,0.4,0.6,0.4,0.0,-0.1,0.0,0.3,1.4,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9,-0.2,-0.8,-0.1,-0.2
201509,0.1,0.6,0.4,2.3,2.3,1.5,1.5,0.7,0.2,6.5,-2.5,0.3,-1.8,-0.2,-0.4,-0.5,-0.5,0.0,0.0,0.0,0.0,-2.1,0.0,0.1,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.1,-1.7,0.6,3.6,0.0,-0.9
201510,0.0,-0.2,0.0,-1.3,-1.5,1.8,1.8,0.0,0.3,0.5,-1.3,-0.2,0.0,0.2,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.5,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,3.4,0.0,0.3,-0.1,0.0,-0.2,0.1
201511,-0.4,-0.7,0.1,-4.9,-5.4,0.6,0.6,0.0,0.1,0.7,-1.3,0.1,0.3,0.0,-0.1,-0.1,-0.1,0.0,0.0,0.0,0.0,-0.3,0.0,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,1.1,0.0,-0.3,0.2,0.5,-1.1,0.0
201512,0.0,-0.1,-0.2,1.1,1.2,0.0,0.0,-0.4,-0.2,-1.1,-3.0,0.2,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,-0.1,0.0,0.0,-0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.2,-0.1,0.1
201601,-0.3,-0.3,-0.9,3.2,3.4,0.3,0.3,-1.1,0.1,-5.1,-5.9,-0.1,-0.3,0.1,-0.3,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,-0.4,0.0,0.0,-0.1,0.0,0.0,-0.1,0.0,-1.0,0.0,0.0,0.1,-2.0,-0.5,-2.7,0.2,-0.1
201602,0.1,0.0,-0.3,1.9,2.1,0.1,0.1,-0.3,0.0,0.4,-3.5,-0.1,-0.6,-0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.2,0.0,-0.1,-0.1,-0.1,0.0,0.0,-0.1,0.4,0.1,-0.3,0.6,0.6,-0.1,0.2,0.0,-0.2
201603,0.1,0.1,0.1,-0.3,-0.3,0.0,0.0,0.3,0.0,2.6,-1.1,0.1,-0.8,0.2,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,-0.1,0.0,0.4,-0.3,1.8,-0.2,-0.1
201604,0.2,0.2,0.4,-0.9,-1.0,0.1,0.1,0.7,0.0,2.5,2.9,0.4,-1.1,0.1,0.2,0.3,0.4,0.4,0.5,0.6,0.7,-0.5,5.0,0.0,0.2,0.1,-0.1,-0.1,0.0,0.0,-0.1,0.0,0.4,0.2,0.1,0.2,0.6,0.7,1.5,-0.1,0.0
201605,0.1,0.1,0.1,0.3,0.4,-0.2,-0.2,0.1,0.0,-0.1,1.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.1,0.0,0.0,0.1,-0.1,0.0,-0.1,-0.1,0.0,-0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1
201606,-0.1,-0.2,0.0,-1.2,-1.3,0.0,0.0,0.2,0.2,-0.6,3.4,-0.2,-1.4,-0.1,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,-0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.1,-0.1,0.0,0.1,0.1,0.0,0.0,0.1,-0.5,-0.4,-0.1,-0.5
201607,-0.2,-0.5,-0.5,-0.3,-0.4,0.1,0.1,-0.5,0.0,-2.7,-0.4,-0.4,-1.1,0.2,0.1,0.1,0.3,0.0,-0.1,0.0,0.0,1.1,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-1.6,-0.2,-0.1
201608,0.0,-0.3,-0.4,0.3,0.3,0.0,0.0,-0.3,0.0,-1.6,-0.7,-0.2,-1.1,0.1,0.3,0.5,0.3,0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.7,-0.5,-0.8,-0.2,-0.1
201609,0.2,0.7,0.3,2.6,2.7,1.2,1.2,0.5,0.0,5.7,0.5,-0.5,-0.7,-0.1,-0.3,-0.5,-0.5,0.0,0.0,0.0,0.0,-1.9,0.0,0.1,-0.3,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,-1.5,-1.3,3.1,0.5,-0.5
201610,0.6,1.0,0.2,5.8,6.1,2.3,2.3,0.2,0.0,0.3,0.1,0.4,-0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.4,0.0,0.3,0.0,0.8,0.8,0.2,1.2,0.0
201611,0.0,0.1,0.2,-0.2,-0.2,0.4,0.4,0.2,0.0,0.6,2.0,-0.1,0.2,0.0,-0.2,-0.2,-0.1,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,-0.2,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,-0.8,0.0,0.3,0.1,0.0
201612,-0.2,-0.4,0.0,-2.8,-3.1,0.5,0.5,0.0,-0.1,-1.4,2.6,-0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,-0.7,-0.5,0.1
201701,-0.2,-0.1,-0.2,0.3,0.3,0.2,0.2,-0.3,0.1,-4.7,2.2,0.2,0.4,0.2,-0.3,-0.4,0.0,0.0,0.0,0.3,0.0,-0.2,0.0,0.0,-0.4,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.9,0.0,-0.2,0.0,-1.9,-0.2,-2.5,0.4,0.1
201702,-0.1,-0.2,0.1,-1.7,-1.8,-0.3,-0.3,0.0,0.1,0.7,0.1,-0.4,0.7,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.3,0.1,-0.3,-0.6,0.4,-0.3,0.2
201703,0.1,0.0,0.2,-1.2,-1.3,0.4,0.4,0.1,0.1,2.2,1.5,-0.9,0.9,-0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.4,0.0,-0.1,0.0,0.8,-2.0,1.3,0.0,0.4
201704,0.4,0.7,0.7,0.3,0.3,-0.3,-0.3,0.7,0.2,2.0,-0.1,1.1,1.2,0.0,0.1,0.1,-0.2,-0.3,0.5,-0.3,0.0,-0.6,0.4,0.0,0.2,0.1,-0.1,0.0,-0.1,0.0,0.0,-0.1,0.5,0.1,0.0,0.6,0.8,2.4,1.1,0.3,0.2
201705,0.1,0.2,0.3,-0.2,-0.2,0.4,0.4,0.0,0.0,0.1,-0.4,0.0,1.9,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.3,0.0,0.1,0.2,0.6
201706,-0.1,-0.1,0.0,-1.3,-1.4,-0.4,-0.4,0.0,0.5,-0.4,-0.9,-0.1,0.5,0.1,-0.2,-0.2,-0.1,0.0,0.0,0.0,0.0,-0.1,-0.7,-0.1,-0.2,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.4,0.1,0.0,-0.2,-0.9,0.0,-0.2,-0.1,0.1
201707,-0.2,-0.5,-0.3,-1.2,-1.4,0.2,0.2,-0.4,0.1,-2.8,-0.4,-0.2,0.1,0.0,0.2,0.2,0.3,0.0,-0.1,0.0,0.0,1.3,-0.2,-0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.4,-0.4,-1.7,-0.2,0.2
201708,0.2,0.1,-0.1,1.6,1.7,0.1,0.1,-0.2,-0.1,-1.0,0.2,-0.1,-0.1,-0.1,0.4,0.5,0.8,0.0,-0.1,0.0,2.7,0.7,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.3,-0.3,-0.6,0.3,0.5
201709,0.2,0.8,0.4,2.8,3.0,0.7,0.7,0.5,0.1,4.6,0.1,-0.2,0.2,-0.1,-0.3,-0.5,-0.4,0.0,0.0,0.0,0.0,-1.5,0.0,0.1,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.1,-1.7,-0.3,2.5,0.6,-0.2
201710,0.0,-0.1,0.4,-2.7,-3.1,2.1,2.1,0.5,0.1,0.4,2.2,0.5,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.6,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,-0.1,0.0,0.6,1.4,0.0,-0.3,0.1
201711,0.4,0.8,0.3,3.8,4.0,1.7,1.7,0.3,0.0,0.4,2.7,0.1,-0.3,0.6,-0.1,-0.1,-0.1,0.0,-0.1,0.0,0.0,-0.3,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,0.0,-0.3,0.0,0.3,1.0,-0.1
201712,0.3,0.5,0.0,3.7,4.0,0.5,0.5,-0.1,0.0,-1.4,1.5,0.0,-0.2,0.1,0.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.4,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.0,-0.3,-0.1,-0.4,0.8,0.0
201801,0.1,0.6,-0.2,4.7,5.1,0.1,0.1,-0.3,0.2,-4.0,0.6,0.1,0.0,0.1,-0.3,-0.4,-0.2,0.0,0.0,-0.2,0.0,-0.4,0.0,0.0,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,-1.6,0.0,-2.1,1.2,-0.1
201802,0.0,-0.2,0.1,-1.9,-2.1,0.4,0.4,0.2,0.0,0.4,1.8,-0.1,0.2,-0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.6,0.1,0.0,0.0,1.2,-0.3,0.2,-0.3,0.0
201803,-0.3,-0.7,0.1,-4.6,-5.0,0.1,0.1,0.0,0.0,1.7,-0.5,-0.3,0.4,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.9,0.0,-0.1,0.0,0.1,0.0,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.9,-1.0,0.3
201804,-0.1,-0.3,0.3,-4.0,-4.4,0.1,0.1,0.3,0.2,2.1,-0.1,0.0,0.6,0.0,0.2,0.2,0.1,0.2,0.4,0.1,0.5,-0.5,0.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.6,0.6,-0.4,1.3,-0.7,0.2
