類・品目,総合,生鮮食品を除く総合,持家の帰属家賃を除く総合,持家の帰属家賃及び生鮮食品を除く総合,生鮮食品及びエネルギーを除く総合,食料（酒類を除く）及びエネルギーを除く総合,食料,生鮮食品,生鮮食品を除く食料,穀類,魚介類,生鮮魚介（再掲）,肉類,乳卵類,野菜・海藻,生鮮野菜（再掲）,果物,生鮮果物（再掲）,油脂・調味料,菓子類,調理食品,飲料,酒類,外食,住居,持家の帰属家賃を除く住居,家賃,持家の帰属家賃を除く家賃,設備修繕・維持,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,室内装備品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,衣料,和服,洋服,シャツ・セーター・下着類,シャツ・セーター類,下着類,履物類,他の被服,被服関連サービス,保健医療,医薬品・健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,エネルギー,教育関係費,教養娯楽関係費,情報通信関係費
198511,-0.8,0.3,-0.9,0.1,0.1,0.1,-2.6,-14.0,0.3,0.2,-0.4,-0.9,-0.3,-0.8,-10.7,-16.7,-26.2,-27.1,0.1,0.1,0.2,-0.1,0.0,0.1,0.3,0.2,0.3,0.3,0.1,-0.3,0.0,0.0,-2.8,0.0,0.0,-0.1,0.1,0.3,0.1,0.1,0.3,1.0,1.9,0.1,2.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,-1.1,0.2,0.1,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.1,-0.3,
198512,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.8,0.2,0.0,0.2,0.5,-0.1,2.3,4.2,6.8,-7.5,-7.9,-0.1,-0.1,0.0,0.0,0.0,0.1,0.3,0.1,0.2,0.1,0.2,-0.2,0.0,0.0,-2.0,0.0,-0.1,-0.3,-0.1,0.3,0.0,-0.1,0.0,-0.3,-0.4,-0.3,-0.4,-0.3,-0.5,0.0,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.4,-0.3,1.4,2.2,-0.4,0.0,0.1,0.0,-0.2,0.0,0.0,-0.1,0.0,0.4,
198601,0.4,-0.2,0.5,-0.3,-0.2,-0.5,2.1,12.1,0.0,0.0,0.8,1.4,0.0,-1.5,13.4,21.9,14.8,15.7,-0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,0.2,-0.2,0.0,0.0,-1.2,0.0,-0.1,-0.1,0.2,-0.5,0.1,0.0,0.1,-2.8,-4.4,-0.4,-5.2,-2.9,-4.2,-0.3,-0.3,-0.6,0.0,0.1,0.3,0.2,0.0,0.0,0.2,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.4,0.5,-1.8,0.1,0.0,0.1,0.0,-0.3,0.0,0.0,-0.2,0.0,0.0,
198602,-0.1,-0.1,-0.2,-0.1,0.0,0.0,-0.2,-1.1,0.1,0.3,-0.9,-1.6,0.0,-0.7,-0.3,-0.3,-2.2,-2.3,0.1,0.1,-0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,-0.3,0.1,-0.1,-0.1,-0.3,-0.6,-0.1,0.0,0.0,-1.3,-1.5,0.1,-1.8,-2.0,-2.8,-0.5,-0.1,-0.6,0.2,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,-0.1,0.1,0.1,0.0,0.1,0.6,0.0,0.0,-0.3,0.1,-0.1,
198603,-0.1,0.1,-0.1,0.1,0.1,0.2,-0.6,-3.7,0.1,0.1,0.8,1.3,-0.2,0.1,-6.4,-9.8,-0.2,-0.2,0.1,0.1,0.1,0.3,0.0,0.3,0.2,0.1,0.1,0.1,0.1,-0.1,0.0,0.0,-0.9,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,1.6,3.3,-0.1,3.9,-0.4,-0.7,0.0,0.7,0.9,0.1,0.0,0.0,0.0,0.0,-0.3,0.2,-0.7,0.0,0.0,0.0,0.0,0.0,0.1,-0.5,0.1,0.5,0.2,-0.1,0.1,0.0,-0.6,0.0,0.0,-0.6,0.1,0.2,
198604,0.3,0.4,0.3,0.4,0.5,0.8,-0.2,-1.4,0.1,0.0,-0.3,-1.1,0.0,-0.1,-3.1,-4.7,3.1,3.2,-0.1,0.2,0.1,0.1,0.0,0.2,0.3,0.2,0.3,0.2,0.2,0.0,0.0,0.0,-2.0,1.4,0.1,0.1,0.1,0.0,0.0,0.0,1.5,1.8,2.0,0.9,2.2,3.7,5.7,-0.1,0.1,0.8,0.2,1.4,0.0,0.0,2.5,-0.6,-0.1,-1.0,0.0,3.1,3.8,0.0,1.3,0.7,-0.4,-1.0,0.1,1.7,0.0,0.1,0.0,-0.4,0.0,2.8,-1.0,2.3,0.6,
198605,0.3,0.4,0.3,0.4,0.5,0.6,0.0,0.2,-0.1,0.0,-1.6,-3.1,-0.3,-3.2,1.3,2.1,2.6,2.7,-0.3,0.1,0.5,0.1,0.0,0.1,0.4,0.4,0.5,0.6,0.2,-0.2,0.0,-0.1,-2.2,0.4,0.0,-0.2,0.2,0.0,0.1,0.1,0.3,1.6,2.0,0.1,2.4,2.2,3.3,0.0,0.1,-0.2,0.2,0.0,0.1,0.0,0.0,-0.3,0.0,-0.8,0.0,0.2,0.2,0.0,0.0,0.7,-0.4,0.2,3.3,0.3,2.7,0.0,0.0,-0.3,11.1,0.0,-0.8,0.1,0.6,
198606,-0.5,-0.4,-0.6,-0.5,0.1,0.1,-0.6,-3.1,0.0,0.0,-0.4,-0.8,0.2,-1.0,-8.2,-13.0,8.3,8.6,-0.2,0.1,-0.1,0.1,0.0,0.2,0.2,0.2,0.2,0.2,0.0,-5.3,-8.5,-5.2,-1.9,0.0,0.1,0.0,-0.3,0.5,0.0,-0.1,0.2,0.0,-0.2,0.0,-0.2,0.4,0.3,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.5,-0.1,-0.8,0.0,0.0,0.0,0.0,0.0,-0.4,-0.5,-1.3,0.1,-0.1,0.2,0.1,0.5,-0.3,0.0,0.0,-5.4,0.0,-0.4,
198607,-0.3,-0.3,-0.3,-0.3,-0.2,-0.2,-0.2,-0.9,-0.1,-0.1,1.8,3.4,0.0,-0.2,-0.1,-0.1,-7.7,-8.0,-0.1,-0.1,-0.1,-0.1,0.0,0.0,0.2,0.1,0.3,0.3,0.1,-1.0,0.0,-2.4,-2.0,0.1,-0.1,-0.1,0.1,0.0,0.0,-0.1,0.1,-0.9,-1.1,0.0,-1.3,-1.3,-1.9,0.0,0.0,-0.3,0.1,0.1,0.1,0.0,0.1,-0.5,0.2,-1.1,0.0,0.0,0.0,0.0,0.0,-0.3,-0.4,-0.7,0.0,0.0,-0.1,0.0,0.1,-0.2,0.0,0.0,-1.8,0.0,-0.2,
198608,-0.2,-0.3,-0.3,-0.3,-0.3,-0.4,0.3,1.7,0.0,0.1,2.6,4.2,-0.1,-0.6,-0.4,-0.6,0.8,0.8,-0.7,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,-0.3,0.0,-0.2,-2.7,0.0,-0.2,-0.3,-0.2,-0.2,0.1,-0.1,0.0,-3.9,-5.6,-0.1,-6.6,-4.6,-6.8,0.0,-0.3,-1.2,-0.1,0.1,0.4,0.2,0.0,-0.4,0.2,-0.6,-0.9,0.0,0.0,0.0,0.0,0.9,-0.8,2.0,0.3,1.0,0.1,0.3,0.0,-0.1,0.0,0.0,-0.9,0.0,0.8,
198609,0.5,0.4,0.5,0.3,0.5,0.7,0.4,2.1,0.1,0.0,1.7,3.2,-0.1,1.3,1.1,1.8,0.6,0.6,-0.5,0.0,0.3,-0.5,0.0,0.1,0.2,0.1,0.2,0.2,0.0,-0.4,0.0,0.0,-3.9,0.1,0.2,0.0,0.7,1.0,0.0,-0.2,0.2,4.3,5.5,0.6,6.4,6.3,9.3,0.6,0.4,1.4,0.1,0.1,0.3,0.1,0.0,0.4,1.8,-0.3,0.0,0.0,0.0,0.0,0.0,-0.7,-0.6,-1.5,-0.2,-0.6,0.0,0.1,0.0,-0.2,0.0,0.3,-0.7,0.1,-0.2,
198610,0.1,0.2,0.1,0.2,0.3,0.3,-0.1,-0.9,0.1,0.0,-2.1,-3.5,-0.4,1.4,0.6,1.1,0.6,0.7,-0.1,0.1,0.0,-0.1,0.0,0.0,0.2,0.2,0.3,0.1,0.1,-0.7,0.0,0.0,-6.8,0.0,-0.1,-0.6,-0.1,0.4,0.1,0.1,0.0,1.3,1.6,0.3,1.9,1.6,2.5,0.0,0.2,0.7,0.1,0.1,0.3,-0.1,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,-0.5,1.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.4,
198611,-0.5,-0.1,-0.5,-0.1,0.0,0.1,-1.4,-7.4,-0.2,0.1,-1.6,-2.5,-0.4,0.1,-4.9,-8.1,-13.4,-13.9,-0.5,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.1,-1.1,0.0,-0.1,-11.3,0.1,0.0,-0.1,0.3,-0.2,0.0,0.2,0.1,0.6,1.0,-0.1,1.1,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.0,-0.3,-0.1,-0.4,0.0,0.0,0.0,0.0,0.0,-0.2,-0.5,-0.3,0.2,-0.2,0.0,0.1,0.0,0.0,0.0,0.0,-1.4,0.0,-0.2,
198612,-0.2,0.0,-0.2,0.0,0.1,0.0,-0.4,-3.1,0.2,-0.1,-1.3,-2.2,-0.1,2.0,-1.2,-2.1,-6.0,-6.5,0.1,0.0,-0.3,-0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.1,-0.4,0.0,-0.1,-5.7,0.0,-0.2,-0.3,0.1,-0.2,-0.1,-0.2,0.0,-0.1,-0.1,0.2,-0.1,-0.2,-0.2,-0.2,0.0,-0.1,0.0,0.0,0.3,-0.1,0.0,-0.2,0.2,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,-0.1,2.1,-0.4,0.0,0.1,-0.1,-0.1,0.0,0.0,-0.9,0.0,0.1,
198701,-0.4,-0.6,-0.5,-0.7,-0.5,-0.5,0.2,2.8,-0.3,0.0,1.4,2.4,0.0,-7.6,1.5,2.5,4.0,4.3,-0.1,0.0,0.4,0.2,-0.1,0.1,0.1,0.1,0.1,0.2,0.1,-2.3,-3.5,-1.8,-3.2,0.0,0.0,0.1,0.0,-0.5,0.0,-0.1,0.2,-3.6,-5.3,-0.1,-6.3,-4.0,-5.6,-0.3,-0.5,-0.7,0.1,0.9,0.3,0.1,1.4,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.2,-2.0,-0.2,0.0,0.1,0.0,-0.1,0.0,0.0,-2.5,0.0,-0.5,
198702,0.0,0.1,-0.1,0.1,0.0,0.0,-0.3,-1.4,-0.1,0.0,-1.1,-1.8,-0.2,-0.7,-1.7,-2.7,0.8,0.9,-0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.2,0.3,0.2,0.0,-0.2,0.0,-1.2,3.0,0.0,-0.1,-0.2,0.2,-0.9,0.0,0.1,0.0,-1.1,-1.5,0.2,-1.8,-1.7,-2.5,-0.3,0.2,-0.4,0.0,0.1,0.2,0.0,0.1,0.9,-0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.9,0.4,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,1.6,0.1,0.1,
198703,0.4,0.2,0.5,0.2,0.2,0.3,0.6,4.3,-0.1,-0.1,0.1,0.3,-0.1,-1.9,5.3,9.2,4.2,4.4,-0.1,0.1,0.4,-1.2,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.0,-0.3,1.0,0.0,-0.1,-0.2,-0.1,-0.4,0.1,0.0,0.0,1.8,3.6,0.0,4.4,-0.1,-0.2,0.3,0.6,0.8,0.1,0.0,0.1,0.1,0.0,0.3,0.3,0.5,0.0,0.2,0.0,2.1,0.5,0.4,-0.4,1.1,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.4,
198704,0.9,0.5,0.9,0.5,0.4,0.8,1.0,6.8,-0.2,0.0,0.3,0.6,-0.5,-1.4,11.0,18.5,0.5,0.5,-0.2,-0.1,0.1,-0.4,0.0,0.1,0.4,0.5,0.4,0.7,0.2,0.2,0.0,-0.2,2.1,0.8,0.1,0.2,0.0,-0.2,0.1,-0.2,1.2,1.7,1.6,-0.2,1.9,3.6,5.5,-0.2,0.3,0.6,0.2,0.1,0.0,0.1,0.1,0.8,-0.1,1.7,0.0,3.0,3.4,0.0,2.2,0.5,-0.7,-0.1,0.0,1.2,0.0,0.1,0.0,0.0,0.0,1.3,1.7,2.3,0.4,
198705,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.7,0.0,0.0,-1.1,-2.0,-0.1,-1.6,-2.3,-3.6,12.3,13.0,0.0,0.2,-0.2,-0.2,0.0,0.1,0.3,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.2,0.0,-0.3,-0.7,0.2,-0.4,0.1,0.1,0.1,1.6,2.4,0.1,2.8,2.2,3.2,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.0,0.0,0.0,-0.8,-0.7,-0.1,0.3,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,
198706,-0.2,0.1,-0.3,0.0,0.2,0.1,-0.7,-3.6,-0.1,0.0,-1.7,-2.9,-0.3,-0.9,-2.6,-4.0,-4.1,-4.3,-0.2,-0.2,0.3,-0.3,0.0,0.0,1.1,0.6,1.2,0.9,0.1,0.0,0.0,0.0,-0.2,0.1,0.0,0.0,0.0,-0.3,-0.1,-0.1,0.1,0.1,-0.1,0.4,-0.2,0.5,0.5,0.5,0.1,0.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.4,-0.3,0.0,0.1,0.0,0.0,0.0,-0.4,-0.8,-1.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.3,
198707,-0.5,-0.1,-0.7,-0.2,-0.1,0.0,-1.4,-7.7,0.0,0.0,1.1,1.5,0.0,-0.1,-11.4,-18.4,-5.3,-5.6,-0.3,-0.1,0.2,0.0,0.0,0.1,0.3,0.3,0.4,0.4,0.2,0.0,0.0,0.0,-0.3,0.0,-0.1,0.0,0.1,-0.2,0.0,-0.3,0.0,-1.9,-2.5,-0.3,-2.9,-2.4,-3.6,0.0,-0.4,-0.6,0.1,0.0,0.1,0.0,0.0,-0.1,0.2,-0.3,0.0,0.0,0.0,0.0,0.0,-0.1,-1.0,-0.2,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.0,-0.3,0.0,0.0,
198708,0.1,-0.2,0.2,-0.2,-0.2,-0.3,0.8,5.1,-0.1,0.0,0.4,0.7,-0.2,0.2,8.0,14.0,0.8,0.8,-0.2,0.0,0.0,-0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,-0.2,0.0,-0.3,-0.5,-0.3,-0.6,-0.1,-0.1,0.0,-3.1,-4.3,-0.1,-5.1,-4.0,-5.9,0.1,-0.3,-0.9,0.1,0.1,0.2,0.1,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.9,-0.8,1.5,0.5,1.0,0.0,0.0,-0.1,0.1,0.0,0.0,-0.1,0.0,0.8,
198709,0.9,0.3,1.0,0.3,0.3,0.4,2.1,12.0,0.1,0.0,2.4,4.3,0.0,1.5,12.9,21.7,9.7,10.2,-0.2,0.0,-0.2,-0.2,0.0,0.1,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.0,-0.2,0.0,0.2,-0.2,0.5,1.0,0.1,0.1,0.0,3.9,4.9,0.6,5.9,5.8,8.7,0.2,0.6,1.3,0.1,0.0,0.1,-0.1,0.0,-0.2,-0.3,-0.1,0.1,0.0,0.0,0.0,0.4,-0.6,-0.6,-0.4,-0.1,-0.9,0.1,0.0,0.1,0.1,0.0,1.3,-0.1,0.2,-0.6,
198710,0.0,0.2,0.0,0.2,0.2,0.2,-0.4,-2.3,0.0,0.0,-1.9,-3.1,0.0,2.2,-4.0,-6.2,5.3,5.5,0.0,0.1,-0.4,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.2,0.0,0.0,0.0,-0.6,0.0,0.1,0.0,0.0,0.8,0.0,-0.1,0.2,1.3,1.9,0.2,2.1,1.7,2.5,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.1,-0.1,-0.9,-0.4,0.1,0.2,0.0,0.0,-0.1,0.1,0.0,0.0,-0.1,0.0,0.0,
198711,-0.5,0.0,-0.6,0.0,0.0,0.2,-1.8,-9.2,-0.1,-0.2,-1.1,-1.9,-0.2,-1.5,-4.3,-6.7,-22.7,-23.5,-0.3,0.0,0.2,-0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,-0.1,0.0,0.0,-1.7,0.4,-0.1,-0.3,0.1,0.0,0.0,0.1,0.0,0.5,0.9,-0.2,1.2,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,-0.1,-0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.1,0.3,0.1,0.0,0.1,0.0,0.2,0.0,0.0,-0.2,0.0,0.0,
198712,-0.1,0.0,-0.1,0.1,0.1,-0.1,-0.1,-1.3,0.2,-0.3,-1.5,-3.0,0.1,1.5,5.3,8.5,-14.3,-14.9,-0.2,0.0,0.2,-0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.2,-0.2,0.0,0.0,-3.4,0.0,-0.2,-0.3,0.1,0.0,-0.1,-0.3,0.0,0.0,-0.2,0.3,-0.3,-0.1,-0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.5,-1.1,2.1,2.1,-0.5,0.0,0.1,0.0,-0.1,0.0,0.0,-0.5,0.0,0.4,
198801,-0.3,-0.5,-0.3,-0.6,-0.4,-0.5,0.4,3.3,-0.2,-0.6,2.3,3.5,-0.1,-2.7,0.8,1.1,7.0,7.4,0.0,-0.1,-0.3,-0.1,0.0,0.1,0.1,0.2,0.1,0.2,0.2,-1.6,-2.4,-0.9,-2.7,0.0,-0.1,0.0,0.0,-0.8,0.3,-0.2,0.2,-3.8,-5.6,0.0,-6.6,-3.8,-5.4,-0.4,-0.5,-0.9,0.1,0.1,0.2,0.0,0.0,-0.1,0.2,-0.4,0.0,0.0,0.0,0.0,0.0,-0.5,-0.6,-0.2,-2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,0.0,-0.4,
198802,-0.2,-0.1,-0.2,-0.2,-0.1,-0.2,-0.1,-0.8,0.1,0.0,-0.7,-1.2,0.0,0.6,-2.5,-3.9,5.9,6.2,0.1,-0.1,-0.1,-0.4,0.0,0.0,0.2,0.1,0.2,0.2,0.1,-0.2,0.0,-0.1,-2.6,0.1,0.1,0.0,0.0,-0.4,0.1,0.2,0.0,-1.7,-2.2,-0.1,-2.6,-2.5,-3.8,0.0,-0.1,-0.6,0.1,0.0,0.0,0.0,0.0,-0.2,-0.2,-0.3,0.0,0.0,0.0,0.0,0.0,0.1,-0.4,0.3,0.2,0.0,0.1,0.0,0.0,0.4,0.0,0.0,-0.5,0.1,0.0,
198803,0.4,0.1,0.4,0.2,0.1,0.3,0.7,4.2,0.0,0.0,0.4,0.3,-0.3,0.3,4.1,6.3,7.0,7.3,0.0,0.0,0.2,-0.4,0.0,0.2,0.1,0.2,0.1,0.2,0.1,-0.1,0.0,-0.2,-1.6,0.0,0.0,-0.1,0.5,-0.1,0.0,-0.2,0.0,2.0,4.0,-0.3,4.8,-0.1,-0.2,0.0,0.5,1.0,0.1,0.0,0.0,0.1,0.0,-0.4,0.2,-0.2,-1.8,0.0,0.0,0.0,0.0,0.2,-0.4,1.0,-0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,-0.5,0.0,0.3,
198804,0.5,0.4,0.4,0.4,0.5,0.8,0.2,1.0,0.0,-0.1,0.9,1.2,0.1,-1.9,0.0,0.0,2.5,2.7,-0.3,0.1,0.0,-0.2,0.0,0.0,0.3,0.4,0.3,0.5,0.3,-0.1,0.0,-0.8,-1.1,1.1,0.1,0.1,0.3,-0.4,0.0,-0.1,1.5,2.1,1.8,0.3,2.1,4.5,6.8,0.2,0.3,0.8,0.3,-0.1,0.0,0.2,-0.3,-0.1,0.0,-0.1,0.0,3.1,3.4,0.0,2.4,0.4,-0.8,-1.2,0.0,1.4,0.1,0.1,0.0,0.0,0.0,1.6,-0.5,2.3,0.3,
198805,0.1,0.2,0.1,0.2,0.2,0.3,-0.3,-0.9,-0.2,0.0,-0.3,-0.7,-0.1,-2.1,-5.5,-8.6,12.1,12.7,0.1,-0.1,-0.1,0.0,0.0,0.1,0.2,0.2,0.3,0.2,0.1,-0.2,0.0,-0.3,-0.4,0.0,0.0,-0.1,-0.1,0.1,0.1,0.0,0.1,1.9,3.0,0.2,3.5,2.0,2.9,0.0,0.1,0.1,0.0,0.1,0.1,0.4,0.0,-0.1,0.0,-0.2,0.0,0.2,0.3,0.0,0.0,0.2,-0.6,-0.1,0.1,0.5,0.0,0.1,0.0,-0.1,0.0,0.0,-0.2,0.1,0.2,
198806,-0.2,0.0,-0.2,-0.1,0.1,-0.1,-0.4,-2.7,0.1,0.0,-1.7,-3.2,0.0,0.1,-2.4,-3.9,0.3,0.4,-0.1,-0.1,0.1,-0.2,0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.0,-0.1,-0.4,0.6,-0.2,-0.3,-0.1,0.1,0.0,-0.2,0.0,-0.1,-0.4,0.0,-0.4,0.4,0.3,0.5,0.2,0.0,0.1,0.2,0.0,0.0,0.4,0.0,0.2,-0.1,0.0,0.0,0.0,0.0,0.0,-0.6,-1.7,-1.4,0.0,-0.3,0.0,0.2,-0.1,0.0,0.0,0.0,-0.1,0.1,-0.6,
198807,-0.2,-0.2,-0.2,-0.2,-0.3,-0.2,-0.2,-1.2,0.0,0.0,-0.8,-1.6,0.0,-0.1,-1.2,-2.2,0.7,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,-0.1,0.0,0.0,0.1,-1.7,-2.2,0.1,-2.7,-2.5,-3.6,0.0,-0.4,-0.5,0.0,0.0,0.0,-0.1,0.0,0.1,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.1,-0.5,-0.2,0.0,-0.1,0.1,0.2,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,
198808,0.3,-0.1,0.3,-0.1,-0.1,-0.2,1.3,6.9,0.1,0.0,2.2,3.7,0.0,2.5,8.7,14.3,1.1,1.2,0.1,-0.2,0.1,-0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.0,-0.1,-0.4,0.1,-0.2,0.0,-0.2,0.0,-3.4,-4.7,-0.1,-5.5,-3.9,-6.0,0.0,-0.4,-1.2,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.9,-0.5,1.5,0.3,1.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.4,0.0,0.8,
198809,0.8,0.4,0.9,0.4,0.4,0.5,1.4,7.4,0.1,0.0,0.4,0.5,0.0,2.0,10.2,16.1,3.7,3.8,0.0,0.1,-0.1,0.1,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,-0.2,0.1,0.2,0.1,0.1,1.0,0.2,-0.2,0.0,5.3,7.1,0.8,8.2,6.7,9.7,0.9,0.7,1.6,0.0,0.0,0.1,0.0,0.1,0.0,-0.3,0.2,0.1,0.0,0.0,0.0,0.0,-0.7,-0.6,-1.0,-0.2,-0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.6,
198810,0.5,0.3,0.5,0.3,0.4,0.4,0.9,3.8,0.2,0.0,-0.8,-1.6,-0.1,2.1,7.2,10.6,-0.4,-0.4,-0.1,-0.2,0.0,-0.1,0.0,0.1,0.2,0.3,0.3,0.6,0.0,-0.1,0.0,0.0,-0.7,0.0,-0.1,-0.3,-0.1,0.4,0.2,0.0,0.1,1.1,1.5,0.4,1.8,1.5,2.1,0.2,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.1,0.2,-0.1,0.0,0.0,0.0,0.0,0.0,0.8,-0.3,3.0,0.3,0.3,0.0,0.1,-0.1,0.0,0.0,0.0,-0.1,0.0,0.7,
198811,-0.4,0.1,-0.5,0.1,0.1,0.2,-1.6,-8.1,0.1,0.0,-0.2,-0.4,-0.1,0.9,-5.5,-7.9,-18.9,-19.5,0.0,0.0,0.2,0.2,0.0,0.1,0.3,0.3,0.3,0.2,0.2,-0.2,0.0,0.0,-4.2,0.0,0.0,0.0,0.2,0.0,0.0,-0.2,0.1,0.9,1.7,-0.4,2.0,0.2,0.3,0.2,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,0.1,0.0,0.0,0.0,0.0,-0.1,-0.6,0.0,-0.3,-0.1,0.0,0.1,0.1,0.1,0.0,0.0,-0.5,0.0,-0.1,
198812,-0.3,0.1,-0.3,0.1,0.1,0.1,-1.0,-6.2,0.2,0.0,-1.5,-3.0,0.0,3.4,-6.6,-9.9,-3.2,-3.5,0.0,0.0,0.0,-0.1,0.0,0.1,0.2,0.2,0.2,0.2,0.3,-0.2,0.0,0.0,-2.5,0.0,-0.1,-0.3,0.0,-0.2,0.2,-0.3,0.0,0.0,0.0,0.6,-0.2,0.0,-0.2,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,2.2,-0.5,0.1,0.3,0.0,-0.2,0.0,0.0,-0.2,0.0,0.0,
198901,-0.2,-0.4,-0.3,-0.5,-0.4,-0.5,0.3,2.8,-0.3,0.0,2.2,3.8,-0.1,-5.8,-0.3,-0.5,7.3,7.9,0.0,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.0,-0.2,0.1,-0.3,-0.4,0.1,-0.9,0.1,-0.1,0.0,-3.5,-5.1,0.3,-6.0,-3.9,-5.5,-0.4,-0.4,-1.1,0.0,0.1,0.0,0.4,0.0,0.1,0.4,-0.1,0.2,0.0,0.0,0.0,0.1,-0.3,-0.3,-0.8,-1.6,0.3,0.0,0.2,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,
