code,description,measure,name,frequency,unit,adjustment,source
A130393721F,Percentage Change from Corresponding Month of Previous Year ;  All groups CPI ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,All groups CPI,Month,Percent,Original,640103.xlsx
A130395478C,Percentage Change from Corresponding Month of Previous Year ;  Food and non-alcoholic beverages ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Food and non-alcoholic beverages,Month,Percent,Original,640103.xlsx
A130391705V,Percentage Change from Corresponding Month of Previous Year ;  Bread and cereal products ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Bread and cereal products,Month,Percent,Original,640103.xlsx
A130393203F,Percentage Change from Corresponding Month of Previous Year ;  Bread ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Bread,Month,Percent,Original,640103.xlsx
A130399325L,Percentage Change from Corresponding Month of Previous Year ;  Cakes and biscuits ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Cakes and biscuits,Month,Percent,Original,640103.xlsx
A130393224T,Percentage Change from Corresponding Month of Previous Year ;  Breakfast cereals ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Breakfast cereals,Month,Percent,Original,640103.xlsx
A130398062C,Percentage Change from Corresponding Month of Previous Year ;  Other cereal products ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Other cereal products,Month,Percent,Original,640103.xlsx
A130394365R,Percentage Change from Corresponding Month of Previous Year ;  Meat and seafoods ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Meat and seafoods,Month,Percent,Original,640103.xlsx
A130393245C,Percentage Change from Corresponding Month of Previous Year ;  Beef and veal ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Beef and veal,Month,Percent,Original,640103.xlsx
A130395338A,Percentage Change from Corresponding Month of Previous Year ;  Pork ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Pork,Month,Percent,Original,640103.xlsx
A130399374J,Percentage Change from Corresponding Month of Previous Year ;  Lamb and goat ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Lamb and goat,Month,Percent,Original,640103.xlsx
A130391922R,Percentage Change from Corresponding Month of Previous Year ;  Poultry ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Poultry,Month,Percent,Original,640103.xlsx
A130391929F,Percentage Change from Corresponding Month of Previous Year ;  Other meats ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Other meats,Month,Percent,Original,640103.xlsx
A130390599J,Percentage Change from Corresponding Month of Previous Year ;  Fish and other seafood ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Fish and other seafood,Month,Percent,Original,640103.xlsx
A130393035F,Percentage Change from Corresponding Month of Previous Year ;  Dairy and related products ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Dairy and related products,Month,Percent,Original,640103.xlsx
A130391845W,Percentage Change from Corresponding Month of Previous Year ;  Milk ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Milk,Month,Percent,Original,640103.xlsx
A130390536X,Percentage Change from Corresponding Month of Previous Year ;  Cheese ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Cheese,Month,Percent,Original,640103.xlsx
A130393196V,Percentage Change from Corresponding Month of Previous Year ;  Ice cream and other dairy products ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Ice cream and other dairy products,Month,Percent,Original,640103.xlsx
A130395093R,Percentage Change from Corresponding Month of Previous Year ;  Fruit and vegetables ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Fruit and vegetables,Month,Percent,Original,640103.xlsx
A130392447J,Percentage Change from Corresponding Month of Previous Year ;  Fruit ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Fruit,Month,Percent,Original,640103.xlsx
A130397488V,Percentage Change from Corresponding Month of Previous Year ;  Vegetables ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Vegetables,Month,Percent,Original,640103.xlsx
A130391481V,Percentage Change from Corresponding Month of Previous Year ;  Food products n.e.c. ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Food products n.e.c.,Month,Percent,Original,640103.xlsx
A130390620R,Percentage Change from Corresponding Month of Previous Year ;  Eggs ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Eggs,Month,Percent,Original,640103.xlsx
A130391964L,"Percentage Change from Corresponding Month of Previous Year ;  Jams, honey and spreads ;  Australia ;",Percentage Change from Corresponding Month of Previous Year,"Jams, honey and spreads",Month,Percent,Original,640103.xlsx
A130392216X,Percentage Change from Corresponding Month of Previous Year ;  Food additives and condiments ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Food additives and condiments,Month,Percent,Original,640103.xlsx
A130394820F,Percentage Change from Corresponding Month of Previous Year ;  Oils and fats ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Oils and fats,Month,Percent,Original,640103.xlsx
A130396255L,Percentage Change from Corresponding Month of Previous Year ;  Snacks and confectionery ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Snacks and confectionery,Month,Percent,Original,640103.xlsx
A130390648T,Percentage Change from Corresponding Month of Previous Year ;  Other food products n.e.c. ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Other food products n.e.c.,Month,Percent,Original,640103.xlsx
A130390228W,Percentage Change from Corresponding Month of Previous Year ;  Non-alcoholic beverages ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Non-alcoholic beverages,Month,Percent,Original,640103.xlsx
A130390641A,"Percentage Change from Corresponding Month of Previous Year ;  Coffee, tea and cocoa ;  Australia ;",Percentage Change from Corresponding Month of Previous Year,"Coffee, tea and cocoa",Month,Percent,Original,640103.xlsx
A130395212V,"Percentage Change from Corresponding Month of Previous Year ;  Waters, soft drinks and juices ;  Australia ;",Percentage Change from Corresponding Month of Previous Year,"Waters, soft drinks and juices",Month,Percent,Original,640103.xlsx
A130390438V,Percentage Change from Corresponding Month of Previous Year ;  Meals out and take away foods ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Meals out and take away foods,Month,Percent,Original,640103.xlsx
A130391943A,Percentage Change from Corresponding Month of Previous Year ;  Restaurant meals ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Restaurant meals,Month,Percent,Original,640103.xlsx
A130390613T,Percentage Change from Corresponding Month of Previous Year ;  Take away and fast foods ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Take away and fast foods,Month,Percent,Original,640103.xlsx
A130393028J,Percentage Change from Corresponding Month of Previous Year ;  Alcohol and tobacco ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Alcohol and tobacco,Month,Percent,Original,640103.xlsx
A130394414X,Percentage Change from Corresponding Month of Previous Year ;  Alcoholic beverages ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Alcoholic beverages,Month,Percent,Original,640103.xlsx
A130393441L,Percentage Change from Corresponding Month of Previous Year ;  Spirits ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Spirits,Month,Percent,Original,640103.xlsx
A130390893W,Percentage Change from Corresponding Month of Previous Year ;  Wine ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Wine,Month,Percent,Original,640103.xlsx
A130393413C,Percentage Change from Corresponding Month of Previous Year ;  Beer ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Beer,Month,Percent,Original,640103.xlsx
A130398013J,Percentage Change from Corresponding Month of Previous Year ;  Tobacco ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Tobacco,Month,Percent,Original,640103.xlsx
A130397116F,Percentage Change from Corresponding Month of Previous Year ;  Tobacco ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Tobacco,Month,Percent,Original,640103.xlsx
A130391670F,Percentage Change from Corresponding Month of Previous Year ;  Clothing and footwear ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Clothing and footwear,Month,Percent,Original,640103.xlsx
A130394106W,Percentage Change from Corresponding Month of Previous Year ;  Garments ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Garments,Month,Percent,Original,640103.xlsx
A130399710J,Percentage Change from Corresponding Month of Previous Year ;  Garments for men ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Garments for men,Month,Percent,Original,640103.xlsx
A130398468C,Percentage Change from Corresponding Month of Previous Year ;  Garments for women ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Garments for women,Month,Percent,Original,640103.xlsx
A130391019V,Percentage Change from Corresponding Month of Previous Year ;  Garments for infants and children ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Garments for infants and children,Month,Percent,Original,640103.xlsx
A130391761L,Percentage Change from Corresponding Month of Previous Year ;  Footwear ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Footwear,Month,Percent,Original,640103.xlsx
A130393280K,Percentage Change from Corresponding Month of Previous Year ;  Footwear for men ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Footwear for men,Month,Percent,Original,640103.xlsx
A130395744J,Percentage Change from Corresponding Month of Previous Year ;  Footwear for women ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Footwear for women,Month,Percent,Original,640103.xlsx
A130391992W,Percentage Change from Corresponding Month of Previous Year ;  Footwear for infants and children ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Footwear for infants and children,Month,Percent,Original,640103.xlsx
A130397291R,Percentage Change from Corresponding Month of Previous Year ;  Accessories and clothing services ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Accessories and clothing services,Month,Percent,Original,640103.xlsx
A130396017F,Percentage Change from Corresponding Month of Previous Year ;  Accessories ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Accessories,Month,Percent,Original,640103.xlsx
A130399479C,"Percentage Change from Corresponding Month of Previous Year ;  Cleaning, repair and hire of clothing and footwear ;  Australia ;",Percentage Change from Corresponding Month of Previous Year,"Cleaning, repair and hire of clothing and footwear",Month,Percent,Original,640103.xlsx
A130399185W,Percentage Change from Corresponding Month of Previous Year ;  Housing ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Housing,Month,Percent,Original,640103.xlsx
A130390095C,Percentage Change from Corresponding Month of Previous Year ;  Rents ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Rents,Month,Percent,Original,640103.xlsx
A130397971V,Percentage Change from Corresponding Month of Previous Year ;  Rents ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Rents,Month,Percent,Original,640103.xlsx
A130391537V,Percentage Change from Corresponding Month of Previous Year ;  New dwelling purchase by owner-occupiers ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,New dwelling purchase by owner-occupiers,Month,Percent,Original,640103.xlsx
A130399773T,Percentage Change from Corresponding Month of Previous Year ;  New dwelling purchase by owner-occupiers ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,New dwelling purchase by owner-occupiers,Month,Percent,Original,640103.xlsx
A130397845F,Percentage Change from Corresponding Month of Previous Year ;  Other housing ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Other housing,Month,Percent,Original,640103.xlsx
A130394589A,Percentage Change from Corresponding Month of Previous Year ;  Maintenance and repair of the dwelling ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Maintenance and repair of the dwelling,Month,Percent,Original,640103.xlsx
A130399780R,Percentage Change from Corresponding Month of Previous Year ;  Property rates and charges ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Property rates and charges,Month,Percent,Original,640103.xlsx
A130393091X,Percentage Change from Corresponding Month of Previous Year ;  Utilities ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Utilities,Month,Percent,Original,640103.xlsx
A130391061X,Percentage Change from Corresponding Month of Previous Year ;  Water and sewerage ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Water and sewerage,Month,Percent,Original,640103.xlsx
A130390732J,Percentage Change from Corresponding Month of Previous Year ;  Electricity ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Electricity,Month,Percent,Original,640103.xlsx
A130392615J,Percentage Change from Corresponding Month of Previous Year ;  Gas and other household fuels ;  Australia ;,Percentage Change from Corresponding Month of Previous Year,Gas and other household fuels,Month,Percent,Original,640103.xlsx
